Region,Country,Source Name,Type,Bias / Lean,Language,Notes
Middle East,Israel,Local Call (Sikha Mekomit),Digital,Left,Hebrew,+972 Hebrew sister site
Middle East,Palestine,Ma'an News,Wire Service / Digital,Center,Arabic / English,Independent network
Middle East,Palestine,WAFA,Wire Service,State-Controlled,Arabic,Palestinian Authority news agency
Middle East,Palestine,Quds News Network,Digital,Center-Left,Arabic / English,Independent; Gaza-based
Middle East,Palestine,Mondoweiss,Digital,Left,English,Pro-Palestinian; US-based
Middle East,Lebanon,L'Orient-Le Jour,Newspaper / Digital,Center,French,Leading Francophone daily
Middle East,Lebanon,The Daily Star (Lebanon),Newspaper / Digital,Center,English,English-language (reduced operations)
Middle East,Lebanon,An-Nahar,Newspaper / Digital,Center,Arabic,Largest Arabic daily; anti-Hezbollah
Middle East,Lebanon,Al-Akhbar,Newspaper / Digital,Left,Arabic,Pro-Hezbollah / resistance axis
Middle East,Lebanon,Al Manar,TV / Digital,Far Left,Arabic,Hezbollah TV
Middle East,Lebanon,MTV Lebanon,TV / Digital,Center-Right,Arabic,Christian / anti-Hezbollah
Middle East,Lebanon,Daraj,Digital,Center-Left,Arabic,Independent investigative pan-Arab
Middle East,Lebanon,Megaphone,Digital,Left,Arabic,Social media-native; protest movement
Middle East,Jordan,The Jordan Times,Newspaper / Digital,Center,English,English-language daily
Middle East,Jordan,Al Ghad,Newspaper / Digital,Center,Arabic,Major daily
Middle East,Jordan,Petra (JNA),Wire Service,State-Controlled,Arabic,Jordan News Agency
Middle East,Jordan,7iber,Digital,Center-Left,Arabic,Independent; culture/rights
Middle East,Iraq,Rudaw,TV / Digital,Center-Right,Kurdish / English / Arabic,KRG-linked; KDP-affiliated
Middle East,Iraq,NRT,TV / Digital,Center,Kurdish,PUK-adjacent
Middle East,Iraq,Al-Mada,Newspaper / Digital,Center,Arabic,Quality Iraqi daily
Middle East,Iraq,Iraq Oil Report,Digital,Center,English,Niche energy/policy
Middle East,Iraq,Kirkuk Now,Digital,Center,Multi,Independent; multi-ethnic focus
Middle East,Iran,IRNA,Wire Service,State-Controlled,Farsi,Islamic Republic News Agency
Middle East,Iran,Press TV,TV / Digital,State-Controlled,English,English-language state TV
Middle East,Iran,Shargh,Newspaper / Digital,Center-Left,Farsi,Reformist daily (frequently shut down)
Middle East,Iran,Kayhan,Newspaper / Digital,Far Right,Farsi,Hardline; Supreme Leader-appointed editor
Middle East,Iran,Iran International,TV / Digital,Center-Right,Farsi,London-based exile; Saudi-linked
Middle East,Iran,Manoto,TV / Digital,Center,Farsi,London-based diaspora TV
Middle East,Iran,IranWire,Digital,Center-Left,Farsi / English,Exile investigative
Middle East,Iran,Radio Farda / RFE,Radio / Digital,Center,Farsi,US-funded; RFE/RL Farsi service
Middle East,Saudi Arabia,Arab News,Newspaper / Digital,Center-Right,English,English-language; SRMG
Middle East,Saudi Arabia,Saudi Gazette,Newspaper / Digital,Center-Right,English,English-language daily
Middle East,Saudi Arabia,Al Arabiya,TV / Digital,Center-Right,Arabic,MBC Group; Saudi-funded; pan-Arab
Middle East,Saudi Arabia,Asharq Al-Awsat,Newspaper / Digital,Center-Right,Arabic,Pan-Arab; Saudi-owned; London-based
Middle East,Saudi Arabia,SPA (Saudi Press Agency),Wire Service,State-Controlled,Arabic,State news agency
Middle East,Saudi Arabia,Okaz,Newspaper / Digital,Center-Right,Arabic,Major Arabic daily
Middle East,Saudi Arabia,Al Riyadh,Newspaper / Digital,State-Controlled,Arabic,State-aligned daily
Middle East,UAE,The National (UAE),Newspaper / Digital,Center-Right,English,ADG Media; state-aligned
Middle East,UAE,Gulf News,Newspaper / Digital,Center,English,Dubai-based; Al Nisr Publishing
Middle East,UAE,Khaleej Times,Newspaper / Digital,Center,English,Dubai English daily
Middle East,UAE,WAM (Emirates News Agency),Wire Service,State-Controlled,Arabic / English,State wire
Middle East,UAE,Al Ain News,Digital,Center-Right,Arabic,Abu Dhabi-linked
Middle East,UAE,Sky News Arabia,TV / Digital,Center-Right,Arabic,Abu Dhabi Media / Sky partnership
Middle East,Qatar,Al Jazeera,TV / Digital,Center-Left,Arabic / English,Qatar-funded; global reach; pan-Arab
Middle East,Qatar,Al Jazeera English,TV / Digital,Center-Left,English,English service; award-winning
Middle East,Qatar,The Peninsula,Newspaper / Digital,Center,English,English-language daily
Middle East,Qatar,QNA,Wire Service,State-Controlled,Arabic,Qatar News Agency
Middle East,Kuwait,Kuwait Times,Newspaper / Digital,Center,English,English daily
Middle East,Kuwait,Al-Qabas,Newspaper / Digital,Center,Arabic,Major Arabic daily
Middle East,Kuwait,KUNA,Wire Service,State-Controlled,Arabic,Kuwait News Agency
Middle East,Bahrain,Gulf Daily News,Newspaper / Digital,Center,English,English daily
Middle East,Bahrain,BNA,Wire Service,State-Controlled,Arabic,Bahrain News Agency
Middle East,Oman,Times of Oman,Newspaper / Digital,Center,English,English daily
Middle East,Oman,ONA (Oman News Agency),Wire Service,State-Controlled,Arabic,State agency
Middle East,Yemen,Al-Masdar Online,Digital,Center,Arabic,Independent Yemeni news
Middle East,Yemen,Saba (Yemen News Agency),Wire Service,State-Controlled,Arabic,Split between Houthi and govt
Middle East,Yemen,Belqees TV,TV / Digital,Center,Arabic,Independent; critical
Middle East,Syria,SANA,Wire Service,State-Controlled,Arabic,Assad regime news agency
Middle East,Syria,SY24,Digital,Center,Arabic,Independent; opposition areas
Middle East,Syria,Syria Direct,Digital,Center,Arabic / English,Independent journalism
Middle East,Syria,Enab Baladi,Digital,Center-Left,Arabic,Citizen journalism; opposition areas
Middle East,Syria,The Syria Report,Digital,Center,English,Economic analysis
Middle East,Egypt,Al-Ahram,Newspaper / Digital,State-Controlled,Arabic,Largest; state-owned
Middle East,Egypt,Al-Masry Al-Youm,Newspaper / Digital,Center,Arabic,Largest private daily
Middle East,Egypt,Mada Masr,Digital,Center-Left,Arabic / English,Independent; targeted by authorities
Middle East,Egypt,Daily News Egypt,Newspaper / Digital,Center,English,English-language daily
Middle East,Egypt,Al-Shorouk,Newspaper / Digital,Center,Arabic,Private daily
Middle East,Egypt,MENA (Middle East News Agency),Wire Service,State-Controlled,Arabic,State wire service
Middle East,Egypt,Al-Monitor (Egypt coverage),Digital,Center,English,MENA analysis
Africa,Libya,Libya Observer,Digital,Center,English,Independent English-language
Africa,Libya,LANA,Wire Service,State-Controlled,Arabic,Libyan News Agency
Africa,Libya,Libya Herald,Digital,Center,English,Independent English outlet
Africa,Tunisia,Nawaat,Digital,Center-Left,Arabic / French,Award-winning independent
Africa,Tunisia,Meshkal,Digital,Center,Arabic / English,Investigative platform
Africa,Tunisia,TAP (Tunis Afrique Presse),Wire Service,State-Controlled,Arabic / French,National news agency
Africa,Tunisia,La Presse de Tunisie,Newspaper / Digital,Center,French,Francophone daily
Africa,Algeria,TSA (Tout Sur l'Algérie),Digital,Center,French,Leading digital outlet
Africa,Algeria,El Watan,Newspaper / Digital,Center-Left,French,Quality Francophone daily
Africa,Algeria,APS,Wire Service,State-Controlled,Arabic / French,Algerian Press Service
Africa,Algeria,Echorouk,Newspaper / Digital,Center-Right,Arabic,Major Arabic daily
Africa,Morocco,TelQuel,Magazine / Digital,Center,French / Arabic,Bold weekly magazine
Africa,Morocco,Le360,Digital,Center,French / Arabic,Major portal
Africa,Morocco,Medias24,Digital,Center,French,Business/financial news
Africa,Morocco,MAP,Wire Service,State-Controlled,Arabic / French,Maghreb Arab Press
Africa,Morocco,Hespress,Digital,Center,Arabic / French,Largest Moroccan digital
Africa,Morocco,Le Desk,Digital,Center-Left,French,Investigative
Africa,Nigeria,The Punch,Newspaper / Digital,Center,English,Largest daily
Africa,Nigeria,Vanguard,Newspaper / Digital,Center,English,Major daily
Africa,Nigeria,Premium Times,Digital,Center-Left,English,Investigative digital
Africa,Nigeria,The Guardian (Nigeria),Newspaper / Digital,Center,English,Quality broadsheet
Africa,Nigeria,Channels Television,TV / Digital,Center,English,Leading TV news
Africa,Nigeria,ThisDay,Newspaper / Digital,Center,English,Quality daily
Africa,Nigeria,Daily Trust,Newspaper / Digital,Center,English,Northern Nigeria focus
Africa,Nigeria,Sahara Reporters,Digital,Center-Left,English,Citizen journalism; anti-corruption
Africa,Nigeria,The Cable,Digital,Center,English,Digital news platform
Africa,Nigeria,NAN (News Agency of Nigeria),Wire Service,State-Controlled,English,National wire
Africa,Nigeria,FIJ (Foundation for Investigative Journalism),Digital (Nonprofit),Center,English,Investigative nonprofit
Africa,Ghana,Daily Graphic,Newspaper / Digital,Center,English,State-owned; largest
Africa,Ghana,Citi FM/Newsroom,Radio / Digital,Center,English,Independent; quality
Africa,Ghana,Joy Online / JoyFM,Radio / Digital,Center,English,Multimedia Group
Africa,Ghana,MyJoyOnline,Digital,Center,English,Major portal
Africa,Ghana,GNA (Ghana News Agency),Wire Service,State-Controlled,English,National wire
Africa,Ghana,The Fourth Estate,Digital,Center,English,Investigative; MFJ
Africa,Senegal,Le Soleil,Newspaper / Digital,State-Controlled,French,State-owned daily
Africa,Senegal,Seneweb,Digital,Center,French,Leading portal
Africa,Senegal,APS (Agence de Presse Sénégalaise),Wire Service,State-Controlled,French,National wire
Africa,Ivory Coast,Fraternité Matin,Newspaper / Digital,State-Controlled,French,State-owned daily
Africa,Ivory Coast,Abidjan.net,Digital,Center,French,Major portal
Africa,Ivory Coast,Connectionivoirienne,Digital,Center,French,Independent digital
Africa,Burkina Faso,L'Observateur Paalga,Newspaper / Digital,Center,French,Oldest private daily
Africa,Burkina Faso,AIB,Wire Service,State-Controlled,French,National news agency
Africa,Mali,Malijet,Digital,Center,French,Leading digital portal
Africa,Mali,L'Essor,Newspaper / Digital,State-Controlled,French,State daily
Africa,Mali,AMAP,Wire Service,State-Controlled,French,Malian Press Agency
Africa,Niger,Actuniger,Digital,Center,French,Digital portal
Africa,Niger,ANP,Wire Service,State-Controlled,French,National agency
Africa,Guinea,Guineenews,Digital,Center,French,Independent portal
Africa,Guinea,AGP,Wire Service,State-Controlled,French,National agency
Africa,Sierra Leone,Awoko,Newspaper / Digital,Center,English,Independent daily
Africa,Sierra Leone,Politico SL,Digital,Center,English,Digital news
Africa,Liberia,FrontPageAfrica,Digital,Center,English,Leading digital
Africa,Liberia,Daily Observer,Newspaper / Digital,Center,English,Major daily
Africa,Gambia,The Standard (Gambia),Newspaper / Digital,Center,English,Major daily
Africa,Togo,Togoweb,Digital,Center,French,Portal
Africa,Benin,La Nation,Newspaper / Digital,State-Controlled,French,State daily
Africa,Cape Verde,A Semana,Newspaper / Digital,Center,Portuguese,Major weekly
Africa,Guinea-Bissau,Nô Pintcha,Newspaper,State-Controlled,Portuguese,State daily
Africa,Mauritania,AMI,Wire Service,State-Controlled,Arabic / French,Mauritanian news agency
Africa,Kenya,Daily Nation,Newspaper / Digital,Center,English,Nation Media Group; largest
Africa,Kenya,The Standard (Kenya),Newspaper / Digital,Center,English,Standard Group
Africa,Kenya,The Star (Kenya),Newspaper / Digital,Center-Left,English,Independent
Africa,Kenya,Business Daily Africa,Newspaper / Digital,Center,English,NMG business daily
Africa,Kenya,KTN News,TV / Digital,Center,English,Standard Group TV
Africa,Kenya,Citizen TV,TV / Digital,Center,English,Royal Media Services
Africa,Kenya,Africa Uncensored,Digital,Center,English,Investigative journalism
Africa,Kenya,The Elephant,Digital,Center-Left,English,Analysis and opinion
Africa,Ethiopia,Addis Standard,Digital,Center,English,Independent magazine
Africa,Ethiopia,Ethiopian Reporter,Newspaper / Digital,Center,Amharic / English,Private weekly
Africa,Ethiopia,ENA (Ethiopian News Agency),Wire Service,State-Controlled,Amharic,State wire
Africa,Ethiopia,Fana Broadcasting,TV / Radio,State-Controlled,Amharic,EPRDF/PP-affiliated
Africa,Ethiopia,Borkena,Digital,Center-Right,English,Independent diaspora-linked
Africa,Tanzania,The Citizen (TZ),Newspaper / Digital,Center,English,Mwananchi Communications
Africa,Tanzania,Mwananchi,Newspaper / Digital,Center,Swahili,Largest Swahili daily
Africa,Tanzania,TBC (Tanzania Broadcasting Corp),Public Broadcaster,State-Controlled,Swahili / English,State broadcaster
Africa,Uganda,Daily Monitor,Newspaper / Digital,Center,English,Nation Media; independent
Africa,Uganda,New Vision,Newspaper / Digital,Center-Right,English,Government-owned daily
Africa,Uganda,The Observer (Uganda),Newspaper / Digital,Center,English,Independent weekly
Africa,Uganda,NBS Television,TV / Digital,Center,English,Independent broadcaster
Africa,Rwanda,The New Times (Rwanda),Newspaper / Digital,State-Controlled,English,Pro-government; largest
Africa,Rwanda,KT Press,Digital,Center,English,Government-aligned digital
Africa,Rwanda,RNA,Wire Service,State-Controlled,Kinyarwanda,Rwanda News Agency
Africa,Burundi,IWACU,Newspaper / Digital,Center,French / Kirundi,Independent; journalists targeted
Africa,Burundi,ABP,Wire Service,State-Controlled,French,State news agency
Africa,Somalia,Dalsan Radio,Radio / Digital,Center,Somali,Private broadcaster
Africa,Somalia,SONNA,Wire Service,State-Controlled,Somali,Somali National News Agency
Africa,Somalia,Garowe Online,Digital,Center,Somali / English,Puntland-based
Africa,South Sudan,Eye Radio,Radio / Digital,Center,English,Independent radio
Africa,South Sudan,Radio Tamazuj,Radio / Digital,Center,English / Arabic,Independent; Netherlands-backed
Africa,Eritrea,Hadas Eritrea,Newspaper,State-Controlled,Tigrinya,Only domestic paper; no free press
Africa,Eritrea,ERI-TV,TV,State-Controlled,Tigrinya,State TV
Africa,Eritrea,Asmarino,Digital,Center,English / Tigrinya,Diaspora independent
Africa,Djibouti,ADI (Agence Djiboutienne d'Information),Wire Service,State-Controlled,French / Arabic,State agency
Africa,Comoros,HZK Press,Digital,Center,French,Independent digital
Africa,Mauritius,L'Express (Mauritius),Newspaper / Digital,Center,French / English,Major daily
Africa,Mauritius,Le Mauricien,Newspaper / Digital,Center,French,Quality daily
Africa,Madagascar,L'Express de Madagascar,Newspaper / Digital,Center,French,Major daily
Africa,Madagascar,Midi Madagasikara,Newspaper / Digital,Center,French / Malagasy,Major daily
Africa,Seychelles,Seychelles Nation,Newspaper / Digital,State-Controlled,English / French,State-owned
Africa,South Africa,Mail & Guardian,Newspaper / Digital,Center-Left,English,Investigative weekly; M&G Media
Africa,South Africa,Daily Maverick,Digital,Center-Left,English,Investigative; amaBhungane partnership
Africa,South Africa,News24,Digital,Center,English,Largest digital; Media24
Africa,South Africa,TimesLIVE,Digital,Center,English,Arena Holdings; Sunday Times
Africa,South Africa,SABC News,Public Broadcaster,Center,Multi,State broadcaster; 11 languages
Africa,South Africa,Business Day,Newspaper / Digital,Center-Right,English,Business daily; Arena
Africa,South Africa,The Citizen (SA),Newspaper / Digital,Center,English,Daily; Caxton Media
Africa,South Africa,EWN (Eyewitness News),Radio / Digital,Center,English,Primedia; 24hr news radio
Africa,South Africa,GroundUp,Digital (Nonprofit),Center-Left,English,Community journalism; human rights
Africa,South Africa,amaBhungane,Digital (Nonprofit),Center,English,Investigative journalism center
Africa,South Africa,Sowetan,Newspaper / Digital,Center,English,Black readership; Arena
Africa,South Africa,City Press,Newspaper / Digital,Center,English,News24/Media24
Africa,Zimbabwe,NewsDay (Zimbabwe),Newspaper / Digital,Center,English,Alpha Media Holdings
Africa,Zimbabwe,The Herald (Zimbabwe),Newspaper / Digital,State-Controlled,English,Zimpapers; ZANU-PF aligned
Africa,Zimbabwe,ZimLive,Digital,Center,English,Independent; Mduduzi Mathuthu
Africa,Zimbabwe,The Zimbabwe Independent,Newspaper / Digital,Center,English,AMH; business weekly
Africa,Zambia,Daily Mail (Zambia),Newspaper / Digital,State-Controlled,English,State-owned
Africa,Zambia,The Mast,Newspaper / Digital,Center-Left,English,Opposition-friendly
Africa,Zambia,Zambia Daily Nation,Newspaper / Digital,Center,English,Independent
Africa,Malawi,The Nation (Malawi),Newspaper / Digital,Center,English,Major daily
Africa,Malawi,Malawi24,Digital,Center,English,Digital native
Africa,Malawi,MANA,Wire Service,State-Controlled,English,Malawi News Agency
Africa,Mozambique,O País,Newspaper / Digital,Center,Portuguese,Major daily
Africa,Mozambique,@Verdade,Newspaper / Digital,Center,Portuguese,Free daily
Africa,Mozambique,CDD (Centro para Democracia e Desenvolvimento),Digital,Center-Left,Portuguese,Analysis/monitoring
Africa,Mozambique,AIM,Wire Service,State-Controlled,Portuguese,Mozambique Information Agency
Africa,Botswana,Mmegi,Newspaper / Digital,Center,English,Largest independent
Africa,Botswana,BOPA,Wire Service,State-Controlled,English,Botswana Press Agency
Africa,Botswana,The Voice (Botswana),Newspaper / Digital,Center,English,Independent weekly
Africa,Namibia,The Namibian,Newspaper / Digital,Center,English,Leading independent
Africa,Namibia,New Era,Newspaper / Digital,State-Controlled,English,State-owned
Africa,Namibia,Namibia Press Agency (Nampa),Wire Service,State-Controlled,English,National wire
Africa,Eswatini,Times of Eswatini,Newspaper / Digital,State-Controlled,English,State-aligned; only daily
Africa,Lesotho,Lesotho Times,Newspaper / Digital,Center,English,Major weekly
Africa,Angola,Jornal de Angola,Newspaper / Digital,State-Controlled,Portuguese,State daily
Africa,Angola,Maka Angola,Digital,Center-Left,Portuguese,Anti-corruption; Rafael Marques
Africa,Angola,Club-K,Digital,Center,Portuguese,Independent digital
Africa,DRC (Congo),Radio Okapi,Radio / Digital,Center,French / Multi,UN-backed; widest reach
Africa,DRC (Congo),Actualité.cd,Digital,Center,French,Digital outlet
Africa,DRC (Congo),ACP,Wire Service,State-Controlled,French,Congolese Press Agency
Africa,Republic of Congo,ACI,Wire Service,State-Controlled,French,State agency
Africa,Republic of Congo,Les Dépêches de Brazzaville,Newspaper / Digital,State-Controlled,French,State-aligned
Africa,Cameroon,Cameroon Tribune,Newspaper / Digital,State-Controlled,French / English,State-owned bilingual daily
Africa,Cameroon,Le Jour,Newspaper / Digital,Center,French,Independent daily
Africa,Cameroon,The Post (Cameroon),Newspaper / Digital,Center,English,Anglophone daily
Africa,Gabon,L'Union,Newspaper / Digital,State-Controlled,French,State daily
Africa,Equatorial Guinea,ASONGA,Digital,State-Controlled,Spanish,State media
Africa,Chad,ATPE,Wire Service,State-Controlled,French / Arabic,State agency
Africa,CAR (Central African Republic),ACAP,Wire Service,State-Controlled,French,State agency
Africa,São Tomé & Príncipe,Tela Nón,Digital,Center,Portuguese,Independent digital
Africa,Pan-African,The Africa Report,Magazine / Digital,Center,English / French,Continental coverage; Jeune Afrique Group
Africa,Pan-African,Jeune Afrique,Magazine / Digital,Center,French,Leading Francophone Africa magazine
Africa,Pan-African,African Arguments,Digital,Center-Left,English,Royal African Society
Africa,Pan-African,The Continent,Newsletter / Digital,Center,English,WhatsApp-first pan-African
Africa,Pan-African,Quartz Africa,Digital,Center,English,African business/tech
Africa,Pan-African,African Business,Magazine / Digital,Center,English,Business magazine
Oceania,Australia,ABC News (Australia),Public Broadcaster,Center-Left,English,Australian Broadcasting Corp
Oceania,Australia,SBS News,Public Broadcaster,Center,English / Multi,Special Broadcasting Service; multicultural
Oceania,Australia,The Sydney Morning Herald,Newspaper / Digital,Center-Left,English,Nine Entertainment
Oceania,Australia,The Age,Newspaper / Digital,Center-Left,English,Melbourne; Nine Entertainment
Oceania,Australia,The Australian,Newspaper / Digital,Center-Right,English,News Corp; national broadsheet
Oceania,Australia,The Australian Financial Review,Newspaper / Digital,Center-Right,English,Nine; business daily
Oceania,Australia,The Guardian Australia,Digital,Center-Left,English,Guardian Media Group
Oceania,Australia,Daily Telegraph (AU),Newspaper / Digital,Right,English,News Corp; Sydney tabloid
Oceania,Australia,Herald Sun,Newspaper / Digital,Right,English,News Corp; Melbourne tabloid
Oceania,Australia,Sky News Australia,TV / Digital,Right,English,News Corp; conservative commentary
Oceania,Australia,Crikey,Digital,Center-Left,English,Independent; Private Media
Oceania,Australia,The Saturday Paper,Newspaper / Digital,Center-Left,English,Morry Schwartz; quality weekly
Oceania,Australia,The Monthly,Magazine / Digital,Center-Left,English,Long-form; Schwartz Media
Oceania,Australia,Michael West Media,Digital,Center-Left,English,Independent; corporate accountability
Oceania,Australia,AAP (Australian Associated Press),Wire Service,Center,English,National wire
Oceania,Australia,The Conversation (AU),Digital,Center,English,Academic-sourced journalism
Oceania,New Zealand,NZ Herald,Newspaper / Digital,Center,English,Largest daily; NZME
Oceania,New Zealand,Stuff,Digital,Center-Left,English,Largest digital; formerly Fairfax NZ
Oceania,New Zealand,RNZ (Radio NZ),Public Broadcaster,Center,English,Public radio/digital
Oceania,New Zealand,TVNZ / 1News,Public Broadcaster,Center,English,State TV news
Oceania,New Zealand,Newsroom,Digital,Center,English,Independent digital
Oceania,New Zealand,The Spinoff,Digital,Center-Left,English,Independent; cultural/political
Oceania,New Zealand,NZPA / AAP NZ,Wire Service,Center,English,NZ wire (now AAP)
Oceania,Fiji,Fiji Times,Newspaper / Digital,Center,English,Oldest South Pacific daily
Oceania,Fiji,FBC News,TV / Radio / Digital,Center,English / Fijian,Fiji Broadcasting Corp
Oceania,Papua New Guinea,The National (PNG),Newspaper / Digital,Center,English,Major daily
Oceania,Papua New Guinea,Post-Courier,Newspaper / Digital,Center,English,Largest daily
Oceania,Samoa,Samoa Observer,Newspaper / Digital,Center,English / Samoan,Leading daily
Oceania,Tonga,Matangi Tonga,Digital,Center,English / Tongan,Independent digital
Oceania,Vanuatu,Vanuatu Daily Post,Newspaper / Digital,Center,English,Major daily
Oceania,Solomon Islands,Solomon Star,Newspaper / Digital,Center,English,Largest daily
Oceania,Pacific (Regional),RNZ Pacific,Radio / Digital,Center,English,NZ-funded Pacific service
Oceania,Pacific (Regional),Pacific Islands News Association (PINA),Wire Service,Center,English,Regional news agency
Oceania,Pacific (Regional),Asia Pacific Report,Digital,Center-Left,English,Pacific media freedom focus
Global,International,Reuters,Wire Service,Center,English / Multi,Global wire service; Thomson Reuters
Global,International,Associated Press (AP),Wire Service,Center,English / Multi,US-based global cooperative
Global,International,Agence France-Presse (AFP),Wire Service,Center,French / Multi,French global wire
Global,International,Al Jazeera English,TV / Digital,Center-Left,English,Qatar-funded global
Global,International,BBC World Service,Radio / Digital,Center,Multi,40+ language services
Global,International,Deutsche Welle (DW),TV / Digital,Center,Multi,German-funded; 30+ languages
Global,International,France 24,TV / Digital,Center,French / English / Arabic / Spanish,France-funded international
Global,International,NHK World-Japan,TV / Digital,Center,Multi,Japan-funded international
Global,International,CGTN,TV / Digital,State-Controlled,Multi,China state international
Global,International,RT,TV / Digital,State-Controlled,Multi,Russia state international; widely sanctioned
Global,International,TeleSUR,TV / Digital,State-Controlled,Spanish,Venezuela-funded; left
Global,International,Voice of America (VOA),Radio / TV / Digital,Center,Multi,US-funded; USAGM
Global,International,Radio Free Europe / Radio Liberty (RFE/RL),Radio / Digital,Center,Multi,US-funded; post-Soviet/MENA focus
Global,International,The Economist,Magazine / Digital,Center,English,Classical liberal; global
Global,International,Bloomberg,Financial News,Center,English / Multi,Financial data + media
Global,International,Financial Times,Newspaper / Digital,Center,English,Global business; Nikkei-owned
Global,International,Foreign Affairs,Magazine / Digital,Center,English,CFR; geopolitics
Global,International,The Diplomat,Magazine / Digital,Center,English,Asia-Pacific focus
Global,International,Rest of World,Digital,Center,English,Technology in emerging markets
Global,International,OCCRP,Digital (Nonprofit),Center,Multi,Organized Crime and Corruption Reporting
Global,International,ICIJ,Digital (Nonprofit),Center,English,International Consortium of Investigative Journalists
Global,International,Bellingcat,Digital (Nonprofit),Center,English,OSINT investigative
Global,International,The Conversation,Digital,Center,Multi,Academic-sourced; multiple editions
Global,International,openDemocracy,Digital,Center-Left,English,Democratic governance focus
Global,International,Global Voices,Digital,Center-Left,Multi,Citizen media aggregation
Global,International,Ground News,Digital / App,Center,English,Bias-rating aggregator
Global,International,AllSides,Digital,Center,English,US bias-rating and multi-perspective
Global,International,Media Bias/Fact Check,Digital,Center,English,Bias and factual rating database
